file,truth,predict,confidence,disease,top2,hit
mycoplasma/117_myco.wav,mycoplasma,mycoplasma,0.7613,猪支原体肺炎,app,True
mycoplasma/118_myco.wav,mycoplasma,mycoplasma,0.8177,猪支原体肺炎,prrs,True
mycoplasma/119_myco.wav,mycoplasma,mycoplasma,0.8106,猪支原体肺炎,app,True
mycoplasma/11_myco.wav,mycoplasma,mycoplasma,0.7894,猪支原体肺炎,app,True
mycoplasma/120_myco.wav,mycoplasma,mycoplasma,0.7819,猪支原体肺炎,app,True
mycoplasma/121_myco.wav,mycoplasma,mycoplasma,0.8023,猪支原体肺炎,prrs,True
mycoplasma/122_myco.wav,mycoplasma,mycoplasma,0.8238,猪支原体肺炎,prrs,True
mycoplasma/123_myco.wav,mycoplasma,mycoplasma,0.8401,猪支原体肺炎,app,True
mycoplasma/124_myco.wav,mycoplasma,mycoplasma,0.8095,猪支原体肺炎,app,True
mycoplasma/125_myco.wav,mycoplasma,mycoplasma,0.8144,猪支原体肺炎,app,True
mycoplasma/126_myco.wav,mycoplasma,mycoplasma,0.8066,猪支原体肺炎,app,True
mycoplasma/127_myco.wav,mycoplasma,mycoplasma,0.858,猪支原体肺炎,app,True
mycoplasma/128_myco.wav,mycoplasma,mycoplasma,0.8133,猪支原体肺炎,app,True
mycoplasma/129_myco.wav,mycoplasma,mycoplasma,0.846,猪支原体肺炎,app,True
mycoplasma/12_myco.wav,mycoplasma,mycoplasma,0.7977,猪支原体肺炎,app,True
mycoplasma/130_myco.wav,mycoplasma,mycoplasma,0.8183,猪支原体肺炎,app,True
mycoplasma/131_myco.wav,mycoplasma,mycoplasma,0.8325,猪支原体肺炎,app,True
mycoplasma/132_myco.wav,mycoplasma,mycoplasma,0.8184,猪支原体肺炎,app,True
mycoplasma/133_myco.wav,mycoplasma,mycoplasma,0.8311,猪支原体肺炎,app,True
mycoplasma/134_myco.wav,mycoplasma,mycoplasma,0.8248,猪支原体肺炎,app,True
mycoplasma/135_myco.wav,mycoplasma,mycoplasma,0.8239,猪支原体肺炎,app,True
mycoplasma/136_myco.wav,mycoplasma,mycoplasma,0.8606,猪支原体肺炎,app,True
mycoplasma/137_myco.wav,mycoplasma,mycoplasma,0.852,猪支原体肺炎,app,True
mycoplasma/138_myco(emesis).wav,mycoplasma,mycoplasma,0.8077,猪支原体肺炎,app,True
mycoplasma/13_myco.wav,mycoplasma,mycoplasma,0.7899,猪支原体肺炎,app,True
mycoplasma/14_myco.wav,mycoplasma,mycoplasma,0.7984,猪支原体肺炎,app,True
mycoplasma/15_myco.wav,mycoplasma,mycoplasma,0.7988,猪支原体肺炎,app,True
mycoplasma/16_myco.wav,mycoplasma,influenza,0.359,猪流行性感冒,prrs,False
mycoplasma/17_myco.wav,mycoplasma,mycoplasma,0.7779,猪支原体肺炎,app,True
mycoplasma/18_myco.wav,mycoplasma,mycoplasma,0.7945,猪支原体肺炎,app,True
mycoplasma/19_myco.wav,mycoplasma,mycoplasma,0.683,猪支原体肺炎,app,True
mycoplasma/1_myco.wav,mycoplasma,mycoplasma,0.8136,猪支原体肺炎,other_disease,True
mycoplasma/20_myco.wav,mycoplasma,mycoplasma,0.8155,猪支原体肺炎,app,True
mycoplasma/21_myco.wav,mycoplasma,mycoplasma,0.8707,猪支原体肺炎,prrs,True
mycoplasma/22_myco.wav,mycoplasma,mycoplasma,0.8367,猪支原体肺炎,app,True
mycoplasma/23_myco.wav,mycoplasma,mycoplasma,0.855,猪支原体肺炎,app,True
mycoplasma/24_myco.wav,mycoplasma,mycoplasma,0.8633,猪支原体肺炎,app,True
mycoplasma/25_myco.wav,mycoplasma,mycoplasma,0.8658,猪支原体肺炎,app,True
mycoplasma/26_myco.wav,mycoplasma,mycoplasma,0.8037,猪支原体肺炎,app,True
mycoplasma/27_myco.wav,mycoplasma,mycoplasma,0.7804,猪支原体肺炎,app,True
mycoplasma/28_myco.wav,mycoplasma,mycoplasma,0.7675,猪支原体肺炎,app,True
mycoplasma/29_myco.wav,mycoplasma,mycoplasma,0.7817,猪支原体肺炎,app,True
mycoplasma/2_myco.wav,mycoplasma,mycoplasma,0.4133,猪支原体肺炎,influenza,True
mycoplasma/30_myco.wav,mycoplasma,mycoplasma,0.6993,猪支原体肺炎,app,True
mycoplasma/31_myco.wav,mycoplasma,mycoplasma,0.8101,猪支原体肺炎,app,True
mycoplasma/32_myco.wav,mycoplasma,mycoplasma,0.7919,猪支原体肺炎,app,True
mycoplasma/33_myco.wav,mycoplasma,mycoplasma,0.7824,猪支原体肺炎,app,True
mycoplasma/34_myco.wav,mycoplasma,mycoplasma,0.7604,猪支原体肺炎,app,True
mycoplasma/35_myco.wav,mycoplasma,mycoplasma,0.8384,猪支原体肺炎,other_disease,True
mycoplasma/36_myco.wav,mycoplasma,mycoplasma,0.8566,猪支原体肺炎,prrs,True
mycoplasma/37_myco.wav,mycoplasma,mycoplasma,0.8289,猪支原体肺炎,prrs,True
mycoplasma/38_myco.wav,mycoplasma,mycoplasma,0.7632,猪支原体肺炎,app,True
mycoplasma/39_myco.wav,mycoplasma,mycoplasma,0.8554,猪支原体肺炎,app,True
mycoplasma/3_myco.wav,mycoplasma,mycoplasma,0.7326,猪支原体肺炎,influenza,True
mycoplasma/40_myco.wav,mycoplasma,mycoplasma,0.7458,猪支原体肺炎,influenza,True
mycoplasma/41_myco.wav,mycoplasma,mycoplasma,0.8355,猪支原体肺炎,other_disease,True
mycoplasma/42_myco.wav,mycoplasma,mycoplasma,0.8206,猪支原体肺炎,app,True
mycoplasma/43_myco.wav,mycoplasma,mycoplasma,0.8362,猪支原体肺炎,app,True
mycoplasma/44_myco.wav,mycoplasma,mycoplasma,0.854,猪支原体肺炎,prrs,True
mycoplasma/45_myco.wav,mycoplasma,mycoplasma,0.8233,猪支原体肺炎,prrs,True
mycoplasma/46_myco.wav,mycoplasma,mycoplasma,0.8106,猪支原体肺炎,influenza,True
mycoplasma/47_myco.wav,mycoplasma,mycoplasma,0.7997,猪支原体肺炎,app,True
mycoplasma/48_myco.wav,mycoplasma,mycoplasma,0.766,猪支原体肺炎,influenza,True
mycoplasma/49_myco.wav,mycoplasma,mycoplasma,0.7829,猪支原体肺炎,prrs,True
mycoplasma/4_myco.wav,mycoplasma,mycoplasma,0.7889,猪支原体肺炎,influenza,True
mycoplasma/50_myco(mix).wav,mycoplasma,mycoplasma,0.7852,猪支原体肺炎,app,True
mycoplasma/51_myco.wav,mycoplasma,mycoplasma,0.8083,猪支原体肺炎,prrs,True
mycoplasma/52_myco.wav,mycoplasma,mycoplasma,0.7861,猪支原体肺炎,prrs,True
mycoplasma/53_myco.wav,mycoplasma,mycoplasma,0.7913,猪支原体肺炎,app,True
mycoplasma/54_myco.wav,mycoplasma,mycoplasma,0.8035,猪支原体肺炎,app,True
mycoplasma/55_myco.wav,mycoplasma,mycoplasma,0.7938,猪支原体肺炎,app,True
mycoplasma/56_myco.wav,mycoplasma,mycoplasma,0.7967,猪支原体肺炎,other_disease,True
mycoplasma/57_myco.wav,mycoplasma,mycoplasma,0.7502,猪支原体肺炎,influenza,True
mycoplasma/58_myco.wav,mycoplasma,mycoplasma,0.7256,猪支原体肺炎,app,True
mycoplasma/59_myco.wav,mycoplasma,mycoplasma,0.7273,猪支原体肺炎,app,True
mycoplasma/5_myco.wav,mycoplasma,mycoplasma,0.7785,猪支原体肺炎,app,True
mycoplasma/60_myco.wav,mycoplasma,mycoplasma,0.7921,猪支原体肺炎,prrs,True
mycoplasma/61_myco.wav,mycoplasma,mycoplasma,0.8343,猪支原体肺炎,prrs,True
mycoplasma/63_myco.wav,mycoplasma,mycoplasma,0.6563,猪支原体肺炎,influenza,True
mycoplasma/64_myco.wav,mycoplasma,mycoplasma,0.819,猪支原体肺炎,prrs,True
mycoplasma/65_myco.wav,mycoplasma,mycoplasma,0.8448,猪支原体肺炎,prrs,True
mycoplasma/66_myco.wav,mycoplasma,mycoplasma,0.825,猪支原体肺炎,prrs,True
mycoplasma/67_myco.wav,mycoplasma,mycoplasma,0.7882,猪支原体肺炎,prrs,True
mycoplasma/68_myco.wav,mycoplasma,mycoplasma,0.8119,猪支原体肺炎,prrs,True
mycoplasma/69_myco.wav,mycoplasma,mycoplasma,0.8428,猪支原体肺炎,prrs,True
mycoplasma/6_myco.wav,mycoplasma,mycoplasma,0.7891,猪支原体肺炎,app,True
mycoplasma/70_myco.wav,mycoplasma,mycoplasma,0.8427,猪支原体肺炎,prrs,True
mycoplasma/71_myco.wav,mycoplasma,mycoplasma,0.8477,猪支原体肺炎,prrs,True
mycoplasma/72_myco.wav,mycoplasma,mycoplasma,0.8234,猪支原体肺炎,prrs,True
mycoplasma/73_myco.wav,mycoplasma,mycoplasma,0.8235,猪支原体肺炎,prrs,True
mycoplasma/74_myco.wav,mycoplasma,mycoplasma,0.7473,猪支原体肺炎,other_disease,True
mycoplasma/75_myco.wav,mycoplasma,mycoplasma,0.8445,猪支原体肺炎,prrs,True
mycoplasma/76_myco.wav,mycoplasma,other_disease,0.2438,其他疾病,prrs,False
mycoplasma/77_myco.wav,mycoplasma,mycoplasma,0.8132,猪支原体肺炎,prrs,True
mycoplasma/78_myco.wav,mycoplasma,mycoplasma,0.8475,猪支原体肺炎,prrs,True
mycoplasma/79_myco.wav,mycoplasma,mycoplasma,0.7909,猪支原体肺炎,app,True
mycoplasma/7_myco.wav,mycoplasma,mycoplasma,0.8065,猪支原体肺炎,app,True
mycoplasma/80_myco.wav,mycoplasma,mycoplasma,0.7226,猪支原体肺炎,app,True
mycoplasma/81_myco.wav,mycoplasma,mycoplasma,0.4694,猪支原体肺炎,app,True
mycoplasma/82_myco.wav,mycoplasma,mycoplasma,0.8296,猪支原体肺炎,app,True
mycoplasma/83_myco.wav,mycoplasma,mycoplasma,0.752,猪支原体肺炎,app,True
mycoplasma/84_myco.wav,mycoplasma,mycoplasma,0.8385,猪支原体肺炎,prrs,True
mycoplasma/85_myco.wav,mycoplasma,mycoplasma,0.7898,猪支原体肺炎,prrs,True
mycoplasma/86_myco.wav,mycoplasma,mycoplasma,0.8432,猪支原体肺炎,prrs,True
mycoplasma/87_myco.wav,mycoplasma,mycoplasma,0.8622,猪支原体肺炎,prrs,True
mycoplasma/88_myco.wav,mycoplasma,mycoplasma,0.8271,猪支原体肺炎,prrs,True
mycoplasma/89_myco.wav,mycoplasma,mycoplasma,0.8307,猪支原体肺炎,prrs,True
mycoplasma/90_myco.wav,mycoplasma,mycoplasma,0.8015,猪支原体肺炎,app,True
mycoplasma/91_myco.wav,mycoplasma,mycoplasma,0.7554,猪支原体肺炎,app,True
mycoplasma/92_myco.wav,mycoplasma,mycoplasma,0.8133,猪支原体肺炎,app,True
mycoplasma/93_myco.wav,mycoplasma,mycoplasma,0.731,猪支原体肺炎,prrs,True
mycoplasma/94_myco.wav,mycoplasma,mycoplasma,0.7892,猪支原体肺炎,app,True
mycoplasma/95_myco.wav,mycoplasma,mycoplasma,0.7494,猪支原体肺炎,app,True
mycoplasma/96_myco.wav,mycoplasma,mycoplasma,0.837,猪支原体肺炎,prrs,True
mycoplasma/97_myco.wav,mycoplasma,mycoplasma,0.8478,猪支原体肺炎,other_disease,True
mycoplasma/98_myco.wav,mycoplasma,mycoplasma,0.8448,猪支原体肺炎,app,True
mycoplasma/99_myco.wav,mycoplasma,mycoplasma,0.792,猪支原体肺炎,app,True
mycoplasma/9_myco.wav,mycoplasma,mycoplasma,0.7834,猪支原体肺炎,app,True
mycoplasma/myco_1.wav,mycoplasma,prrs,0.7507,猪蓝耳病,influenza,False
mycoplasma/myco_13.wav,mycoplasma,mycoplasma,0.5394,猪支原体肺炎,influenza,True
mycoplasma/myco_2.wav,mycoplasma,influenza,0.5412,猪流行性感冒,prrs,False
mycoplasma/myco_3.wav,mycoplasma,mycoplasma,0.622,猪支原体肺炎,prrs,True
mycoplasma/myco_4.wav,mycoplasma,mycoplasma,0.5038,猪支原体肺炎,prrs,True
mycoplasma/myco_5.wav,mycoplasma,prrs,0.7653,猪蓝耳病,influenza,False
mycoplasma/myco_7.wav,mycoplasma,app,0.5393,猪传染性胸膜肺炎,mycoplasma,False
mycoplasma/myco_9_v.wav,mycoplasma,app,0.7674,猪传染性胸膜肺炎,other_disease,False
mycoplasma/myco_m.wav,mycoplasma,mycoplasma,0.8456,猪支原体肺炎,prrs,True
mycoplasma/myco_n.wav,mycoplasma,mycoplasma,0.7997,猪支原体肺炎,app,True
mycoplasma/myco_u.wav,mycoplasma,mycoplasma,0.811,猪支原体肺炎,other_disease,True
mycoplasma/myco_v.wav,mycoplasma,normal,0.7546,健康猪只,mycoplasma,False
app/10_app.wav,app,app,0.8422,猪传染性胸膜肺炎,other_disease,True
app/11_app.wav,app,app,0.8733,猪传染性胸膜肺炎,other_disease,True
app/12_app.wav,app,app,0.8948,猪传染性胸膜肺炎,other_disease,True
app/13_app.wav,app,app,0.7735,猪传染性胸膜肺炎,other_disease,True
app/14_app.wav,app,app,0.8514,猪传染性胸膜肺炎,other_disease,True
app/15_app.wav,app,app,0.8087,猪传染性胸膜肺炎,other_disease,True
app/16_app.wav,app,app,0.7618,猪传染性胸膜肺炎,other_disease,True
app/17_app.wav,app,app,0.8011,猪传染性胸膜肺炎,other_disease,True
app/18_app.wav,app,app,0.7899,猪传染性胸膜肺炎,other_disease,True
app/19_app.wav,app,app,0.8438,猪传染性胸膜肺炎,other_disease,True
app/1_app.wav,app,app,0.383,猪传染性胸膜肺炎,prrs,True
app/20_app.wav,app,app,0.6052,猪传染性胸膜肺炎,prrs,True
app/21_app.wav,app,app,0.56,猪传染性胸膜肺炎,influenza,True
app/22_app.wav,app,app,0.5756,猪传染性胸膜肺炎,other_disease,True
app/23_app.wav,app,app,0.8116,猪传染性胸膜肺炎,other_disease,True
app/2_app.wav,app,prrs,0.7918,猪蓝耳病,other_disease,False
app/3_app.wav,app,app,0.8328,猪传染性胸膜肺炎,other_disease,True
app/4_app.wav,app,app,0.7981,猪传染性胸膜肺炎,other_disease,True
app/5_app.wav,app,app,0.8409,猪传染性胸膜肺炎,other_disease,True
app/6_app.wav,app,app,0.8272,猪传染性胸膜肺炎,other_disease,True
app/7_app.wav,app,app,0.8513,猪传染性胸膜肺炎,other_disease,True
app/8_app.wav,app,app,0.918,猪传染性胸膜肺炎,other_disease,True
app/9_app.wav,app,app,0.8597,猪传染性胸膜肺炎,other_disease,True
app/app_1.wav,app,app,0.6531,猪传染性胸膜肺炎,other_disease,True
app/app_10_v.wav,app,app,0.7705,猪传染性胸膜肺炎,other_disease,True
app/app_11.wav,app,app,0.8099,猪传染性胸膜肺炎,other_disease,True
app/app_12_v.wav,app,prrs,0.637,猪蓝耳病,app,False
app/app_13.wav,app,prrs,0.783,猪蓝耳病,app,False
app/app_2_v.wav,app,app,0.4254,猪传染性胸膜肺炎,prrs,True
app/app_3_v.wav,app,prrs,0.8744,猪蓝耳病,other_disease,False
app/app_4_v.wav,app,app,0.7767,猪传染性胸膜肺炎,other_disease,True
app/app_5.wav,app,app,0.7674,猪传染性胸膜肺炎,other_disease,True
app/app_6.wav,app,app,0.4869,猪传染性胸膜肺炎,other_disease,True
app/app_7.wav,app,influenza,0.4149,猪流行性感冒,prrs,False
app/app_8_v.wav,app,app,0.4254,猪传染性胸膜肺炎,prrs,True
app/app_9_v.wav,app,app,0.7767,猪传染性胸膜肺炎,other_disease,True
app/app_a.wav,app,app,0.8332,猪传染性胸膜肺炎,other_disease,True
app/app_b.wav,app,app,0.8272,猪传染性胸膜肺炎,other_disease,True
app/app_c.wav,app,app,0.8768,猪传染性胸膜肺炎,other_disease,True
app/app_d.wav,app,app,0.9164,猪传染性胸膜肺炎,other_disease,True
app/app_e.wav,app,app,0.8699,猪传染性胸膜肺炎,other_disease,True
app/app_f.wav,app,app,0.8861,猪传染性胸膜肺炎,other_disease,True
app/app_g.wav,app,app,0.9188,猪传染性胸膜肺炎,other_disease,True
app/app_h.wav,app,app,0.907,猪传染性胸膜肺炎,other_disease,True
app/app_i.wav,app,app,0.7775,猪传染性胸膜肺炎,other_disease,True
app/app_j.wav,app,app,0.8398,猪传染性胸膜肺炎,other_disease,True
app/app_k.wav,app,app,0.817,猪传染性胸膜肺炎,other_disease,True
app/app_l.wav,app,app,0.4728,猪传染性胸膜肺炎,prrs,True
app/app_m.wav,app,app,0.4249,猪传染性胸膜肺炎,prrs,True
other_disease/rhinobyon_1.wav,other_disease,other_disease,0.3929,其他疾病,mycoplasma,True
other_disease/rhinobyon_10.wav,other_disease,other_disease,0.9925,其他疾病,prrs,True
other_disease/rhinobyon_11.wav,other_disease,other_disease,0.9861,其他疾病,prrs,True
other_disease/rhinobyon_2.wav,other_disease,other_disease,0.9663,其他疾病,prrs,True
other_disease/rhinobyon_3.wav,other_disease,other_disease,0.9861,其他疾病,app,True
other_disease/rhinobyon_4.wav,other_disease,other_disease,0.9827,其他疾病,app,True
other_disease/rhinobyon_5.wav,other_disease,other_disease,0.991,其他疾病,app,True
other_disease/rhinobyon_6.wav,other_disease,other_disease,0.989,其他疾病,prrs,True
other_disease/rhinobyon_7.wav,other_disease,other_disease,0.9885,其他疾病,prrs,True
other_disease/rhinobyon_8.wav,other_disease,other_disease,0.9909,其他疾病,prrs,True
other_disease/rhinobyon_9.wav,other_disease,other_disease,0.9884,其他疾病,prrs,True
other_disease/unknown_1.wav,other_disease,other_disease,0.8719,其他疾病,app,True
other_disease/unknown_2.wav,other_disease,other_disease,0.9621,其他疾病,prrs,True
